tweet,sentiment
" 이지수 대 윾 잼 ~ ! ~ !  
유태 홍 ( 2018 . 01 . 16 . 1 : 23 ) ",1
Rt ) 진짜 제 가 처음 으로 덕질 하 었 던 ... 나 의 취향 외길 인생 의 시작 이 지아 님 나오 는 드라마 이 ᆸ니다 명작 임 ,1
이지오 선수 ... 럿츠뛸 때 토찍 고 넘어지 ᆯ 때 아예 골반 이 빙판 에 엇비슷 하 게 찧 어서 처음 에 탈골 되 ᆫ 줄 알 었 다 아 정말 ..... 건강 하 게 회복 하 었 으면 좋 겠 다 ㅠㅠㅠㅠ ,2
롬바르 디아 트로피 때 뇌진탕 이 염려 되 는 수준 으로 넘어지 어서 머리 를 감싸 쥐 고 일어나 지 ᆯ 못하 어 의 무반 이 빙판 에 들어오 어 들 ᆯ 것 에 실리 어 나가 ᆫ 외국 여 선수 를 직접 보 ᆫ 적 은 있 지만 우리 선수 에게 일어나 니 속 으로 현실 비명 이 터지 는 ... 이지오 선수 크 ᆫ 일 이 아니 기 ᆯ ㅠㅠ ,2
이지오 선수 의료진 과 함께 휠체어 로 퇴장 ㅠㅠ ,2
일어나 지 못하 고 울 는 이지오 선수 를 보 며 새삼 피겨 가 얼마나 잔인 하 ᆫ 운동 이 ᆫ지 느끼 어 지 어서 마음 이 무겁 다 ,2
이지오 선수 제발 크 ᆫ 부상 아니 기 ᆯ ㅠ ,2
공식 연습 내내 컨디션 이 좋 지 않 었 던 이지오 선수 가 트살 을 정신력 으로 버티 었 지만 더블러츠 를 뛰 다가 경기 를 지속 하 지 못하 는 상태 가 되 었 다 . 넘어지 고 일어나 지 못하 ᆯ 때 경기 를 중단 하 었 어야 하 는데 안무 를 잇 어 가 다가 더 크 게 통증 이 오 ᆫ 것 같 다 . 결국 부상 기권 처리 ... ,2
이지오 선수 경기 중단 . 넘어지 ᆫ 뒤 한동안 일어나 지 못하 었 고 경기 를 계속 하 려고 하 었 으나 결국 중단 하 었 다 . 너무 아프 어 보이 어서 걱정 되 는데 ... 크 ᆫ 부상 이 아니 었 으면 좋 겠 다 ㅠㅠㅠㅠ ,2
그나저나 이지오 선수 상태 는 어떻 ᆫ지 ... 크 ᆫ 부상 아니 기 ᆯ ㅠ ,2
석 큐비오너 님 ( 달리 어 ㆍ 옴 !!!!!!! ) 안녕하세요 이지오 너 노토 이 라고 하 어요 !!!! 큐비 랑 마지막 에 안 은 거 너무 찌 통 ㅇㅣ 었 지만 그래도 해피엔딩 이 어서 넘좃왓 어요 큐 비 넘이뻐 이 요 ㅜㅜㅠㅠ ( 큐 비 꼬 옥 ( 큐 비 : ?? )) 팔로 가 ᆯ 것 이 요 잘 부탁 드리 어요 !!! ,1
히히 바로 바로 ! ( 웅장 하 ᆫ 브 금 ) 궁디밈 을 쪼아 하 는 저 의 마음 이 지오 ~~ ~ ( ੭ ु ´͈ ³ `͈ ) ੭ ु⁾⁾･*♡ ,1
" 으악 이지오 너 님 !!!! 이 지 너무 ㅜ 이쁘 ᆸ니다 !!!!!! 사랑해 !!!! ( 꽥꽥 ;; 
으앙 마 자 이 요 이지 랑 안 은 거 찌 통 ㅜ 이엇 지만 살앗 으니 너무 ㅜ 다행 이 에요 () ? 마자 요 이지 가 이쁘 죠 ! ^^ 잘 부탁 드리 어요 오너 님 ~ ! ~  ",1
" 솔직 하 고 명랑 하 ᆷ 의 대명사 하면 오세훈 이지오 ㅇㅅㅇ !  
VOT E & amp ; RA N K | Make Yo ur Star Shine Out !  ",1
인생 실전 이지오 . 임연 수 화이팅 이지오 ! ,1
하 아 아 ㅏ 앜 ㅜㅜㅜ 세상 에 정말 이 ᆫ ㄴ 가요 역시 그 오빠 들 은 겨울 눈 내리 ᆯ 때 너무 이쁘 ᆫ 오빠 들 이 지오 아 아 아 옹 ㅇ 님 ㅁ 굿즈내시 이 면 핑구 태그 달아주시기에 여 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ ,1
정병희 손 나 남신이라규 ..! ♡ 꿀성대 이지오 ~~ ,1
이 모든 것 은 원판 이 & gt ; & gt ; 겁나 게 & lt ; & lt ; & lt ; 잘생기 ᆫ 쟝 덕분 이지오 ㅠㅜㅜ 이름 하 야 쟝 빨 ( ? ) 아 좀 더 멋 있 을 수 있 었 는데 손 이 불곰 손 이 라 다 못 담아내 었 구 흑흑 흑 이런 그림 으로 하이니 ᆷ 의 사랑 을 얻 게 되 다니 오 세상에 역시 쟝 은 쟝쟝맨이었군 이 뇨 ^ ! ^ ,1
소고기 님 두 새해 복 많이 받 으 세 용 ~ !! 으아 아 ㅠㅜ 좋 은 말씀 정말 감사 드리 ᆸ니다 ㅠㅜㅠ 저 도 저 의 그림 을 보 어 주 시 는 분 들 이 있 기에 너무 행복 하 구 그림 그리 는 것 이 더 즐겁 어 지 ᆫ답니다 ㅠㅜㅠ 다 여러분 들 덕분 이지용 ~ !! 언제나 감사 하 ᆸ니다 !! ,1
ㅋㅋㅋㅋㅋㅋㅋ 사진 은 방금 보 었 죠 정말루 저 의 최애짤 이 되 었 어 오 ㅠㅠㅠㅠ 보정 예쁘 구 승희 예쁘 구 옴그 님 사진 에 두 충성 이지용 .... ㅎㅎ& gt ; & lt ; 제 일 좋 어요 승희 사진 중 에 ㅈ 체 이 고 ㅠㅠㅠㅠㅍ ,1
이지우 보 ᆯ 생각 하 니까 행복 하 다 % ~ ,1
지원 아 이 지 원 ... 내 가 .. 마니 마니 .... 사라 내 어 .... 어쩜 저렇 게 완벽 하 ᆫ 포토 그래퍼 가 다 있 어 ,1
이 지원 끼 부리 는 스타일 이 ᆫ가 나 의 통장 에 빨대 꽂 어도 되 니까 나 여깄 다 지원 상 ... ,1
옴므 파 탈 이 지원이 나 의 얼굴 부터 그렇 어요 ㅠㅠ 섹시 뿜 뿜 ,1
봄 이 오 었 다 끝나 었 으니까 다정 하 ᆫ 이지 원상 보 고 최애돌 이랑 투표 스밍 하 러 가 용 ,1
이 지원 괴롭히 는 새기 들 다 나 와 죽이겟 서 ,1
이 지원 개 짱 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 지워 나 누가 때리 어 내 가 다 처리 하 어 주 ᆯ게 ㅠㅠㅠㅜㅜㅜㅜㅜㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ ,1
에리 들 화 삭히 시 고 우리 이 지원이 보 고 가 시 어요 ㅠㅜ ,1
엑 소 카이 김종인 이 지원 지원 상 체 고야 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 대박 이 야 벌써 ㅠㅠㅠㅠㅠㅠㅠ ,1
귀여워귀 여 ㅜ 어귀엽 다구 !!!! 이 지원 카이 !!! ,1
앞 ㄹ 으로 이 지원 차 ᆫ 양하 갯 삼 ,1
이 지원이 꽃뱀 이어도 나 의 전 재산 주 ᆯ 수 있 어 ,1
아 이 지원 기여웤 ㅋㅋㅋㅋ 못믿겠어랰 ㅋㅋㅋㅋ ,1
아까 끄듀 하 어서 아빠 랑 보 는데 용 국 이 나오 어서 아빠 쟤 야 아빠 가 맨날 내방 벽 보 고 욕하 는 그 대단 하 ᆫ 얼굴 이 쟤 야 근데 중국인 이야 대박 이 지 하 니까 아빠 가 감탄 하 어서 감탄 떡볶이 땡기 었 답니다 근데 상균이 와 태현 이 포스터 를 거부 하 는 저 의 벽지 혼내 어 주 세 여 ,1
보 고 싶 은 사람 못 보 는 거 힘들 ᆫ지 알 고 는 있 었 는데 이렇 게 많이 힘들 ᆯ 줄 은 모르 었 네요 너무 보 고 싶 은데 뭐 어찌 하 ᆯ 도리 도 없 고 아무렇 지 않 어 보이 지만 기분 이 지하 맨틀 을 파 고 들 어 내핵 까지 가 ᆯ 거 같 어서 바쁘 ᆫ 거 끝 나 었 지만 데 ᆷ 답 당분간 느리 게 굴 러 가 ᆯ게요 ,2
" 옥주현 씨 의 안나 캐릭터 해석 이 매우 궁금 하 다 . 기회 가 되 ᆫ다면 옥주현 안나 - 이지혜 패티 로 다시 보 고 싶 다 .  
오늘 패티 강혜정 씨 진짜 멋있 고 최고 이 었 지만 , 이지혜 씨 로 도 보고싶다 .  ",1
" 맞 어요 임대료 카드 수수료 가 더 심각 
이지혜 어느 언론사 기자 이 ᆫ가요 ?  
취재 열심히 하 ᆫ 기자 이 고 소신 있 는 기자 이 라 쓰 어 멋지 다  ",1
" Retweeted 당근 둘 (  
이지혜 기자 좋 은 기사 감사 하 ᆸ니다 .  
가맹점 사장 님 들 "" 최저임금 보다 임대료 · 카드 수수료 가 더 고통 "" ",1
" Retweeted 당근 둘 (  
이지혜 기자 좋 은 기사 감사 하 ᆸ니다 .  
가맹점 사장 님 들 "" 최저임금 보다 임대료 · 카드 수수료 가 더 고통 "" ",1
" 옥주현 씨 의 안나 캐릭터 해석 이 매우 궁금 하 다 . 기회 가 되 ᆫ다면 옥주현 안나 - 이지혜 패티 로 다시 보 고 싶 다 .  
오늘 패티 강혜정 씨 진짜 멋있 고 최고 이 었 지만 , 이지혜 씨 로 도 보고싶다 .  ",1
" 맞 어요 임대료 카드 수수료 가 더 심각 
이지혜 어느 언론사 기자 이 ᆫ가요 ?  
취재 열심히 하 ᆫ 기자 이 고 소신 있 는 기자 이 라 쓰 어 멋지 다  ",1
" Retweeted 당근 둘 (  
이지혜 기자 좋 은 기사 감사 하 ᆸ니다 .  
가맹점 사장 님 들 "" 최저임금 보다 임대료 · 카드 수수료 가 더 고통 "" ",1
" Retweeted 당근 둘 (  
이지혜 기자 좋 은 기사 감사 하 ᆸ니다 .  
가맹점 사장 님 들 "" 최저임금 보다 임대료 · 카드 수수료 가 더 고통 "" ",1
" ┏━━━━━ • ⌜ღ⌟ • ━━━━━┓  
365 days with Lee Jihoon 
┗━━━━━ • ⌜ღ⌟ • ━━━━━┛  
*･ ﾟ  
{ 사랑해요 이지훈 } ♡  ",1
" 171214 상 암 합 정 
퇴근 길 에 문득 귀엽 은 지훈이 가 보 고 싶 어서 손바닥 댄서 훈냥 이 올리 기 ! 손바닥 챡챡챡챡 하 는 거 너무 귀엽 지 ㅠㅠㅠ  ",1
" 2018년 의 첫 날 ! 1 월 1 일 의 지훈 시 
올 한 해 도 잘 부탁 하 어 , 훈 아 
네 가 걷 는 길 을 늘 응원 하 며 따라가 ᆯ게 
작년 에 도 좋아하 었 고 올해 도 좋아하 ᆯ게  ",1
" 170708 성남파크 콘서트 우지 
너 를 모르 었었 다면 
내 가 어떻게 울적 하 ᆫ 
이 감정 을 웃 어 넘기 ᆯ까  ",1
" 150707 The Show 아끼 ᆫ다 
순영 볼링공 때문 에 뒤 로 넘어가 는 후니 ,, 분홍 멜빵 시절 그립 어 ㅠ - ㅠ  ",1
" 170621 주 간 아이돌 
긴장 하 ᆫ 이 우지 동글동글 말랑뽀짝해  ",1
이지훈 사랑합니다 ,1
이지훈 보 고 싶 네 여 ,1
" 170624 건대팬 싸 어 
우리 지훈이 세젤 귀 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ  ",1
" 퍼포먼스 팀 이 ᆫ 호시 ( 권순 영 ) 준 ( 문준 휘 ) 디에잇 ( 서 명호 ) 찬 ( 이 ( 중 ) 찬 )  
보컬 팀 이 ᆫ 우지 ( 이지훈 ) 정하 ᆫ ( 윤 정하 ᆫ ) 조슈아 ( 홍지수 ) 승관 ( 부 승관 ) 도겸 ( 이석 민 ) 사진 에 는 12 명 이 있 지만 명호 가 아파서 빠지 ᆫ 거 이 에요 ㅠ 요즘 에 허리 가 아프 어요 ㅠ 승철이 도 무릎 이 아프 었 고요 ㅠ  ",2
" 새삼 이지훈 미모 가 나 의 삶 을 구하 었 다 
세상 너무 아름답 고 행복 하 어  ",1
" 튜 ㅠ  
ㅠ  
ㅋ  
ㅋ  
ㅋ  
ㅇㅏ 다행 이 다 추 국 ㅇㅣ 진 좌 못 그리 는 데 추국 이 ㅣ 사랑 맨 저깔 님 께 이뿌게보 엿 ㄷㅏ 니 흐 윽 . . .. ( 발라 당 ) 동 죽 ㅇㅣ 가슴 진자 넘 탐나 지안 나요 !!?!?????!!?? 저 만 그렇 다면 20 k ...  ",1
애 들 다 너무 귀엽 어 지 었 어 ㅜㅜ 얼굴 너무 작 어서 진심 베이비 들 ㅠ 뽀둥 이 들 언제 다 이리 다시 하얗 어 지 었 어 ㅠ 우리 석지 ᆫ 오빠 ㅠ 이세상 에 가장 완벽 하 ᆫ 미모 누구 이 냐 말 하 면 진 이진 ㅠ 감탄사 밖에 안 나오 어 . 언제 나 유쾌하 이 ᆫ 석지 니 가 하트 이 벤트 저작권 있다 이 고 ㅋㅋ 가요대제전 에서 자기 한테 하 어도 되 냐고 물어보 었 다고 함 ㅋㅋ ,1
ㅋㅋㅋㅋ 사 푸 어 이게뭐얔 ㅋ 이 것 이 불꽃놀이냨 ㅋㅋㅋ 폭탄 이진 ㅋㅋ 미쳤나봨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,1
앙 스타 무섭 은 장르 군 이 여 .... 방금 히요리 랑 쥰 목소리 들어봣 는데 다행히 ( ? ) 치이 지 ᆫ 않 었 어요 .. 근데 외모 하나 ᆫ 진짜 취향 이 어서 흐 으 ,1
" 튜 ㅠ  
ㅠ  
ㅋ  
ㅋ  
ㅋ  
ㅇㅏ 다행 이 다 추 국 ㅇㅣ 진 좌 못 그리 는 데 추국 이 ㅣ 사랑 맨 저깔 님 께 이뿌게보 엿 ㄷㅏ 니 흐 윽 . . .. ( 발라 당 ) 동 죽 ㅇㅣ 가슴 진자 넘 탐나 지안 나요 !!?!?????!!?? 저 만 그렇 다면 20 k ...  ",1
애 들 다 너무 귀엽 어 지 었 어 ㅜㅜ 얼굴 너무 작 어서 진심 베이비 들 ㅠ 뽀둥 이 들 언제 다 이리 다시 하얗 어 지 었 어 ㅠ 우리 석지 ᆫ 오빠 ㅠ 이세상 에 가장 완벽 하 ᆫ 미모 누구 이 냐 말 하 면 진 이진 ㅠ 감탄사 밖에 안 나오 어 . 언제 나 유쾌하 이 ᆫ 석지 니 가 하트 이 벤트 저작권 있다 이 고 ㅋㅋ 가요대제전 에서 자기 한테 하 어도 되 냐고 물어보 었 다고 함 ㅋㅋ ,1
""" 떡국 가장 위험 "" 靑 뒤집 어 놓 은 헌재 소장 아재개 그 
2 일 청와대 에서 ‘ 문재인 대통령 과 떡국 을 먹 으면 나이 를 먹 기 때문 ” 이라고 말 하 어 영빈관 을 폭소케 하 었 다 
소심 하 게 읽 다가 너무 너무 웃기 어 배꼽 빠지 는 줄 알 었 습니다 .  
어쨌든 이진성 헌법재판 소장 님 새해 복 많이 받 으시 어요 ~  ",1
" 이진숙 대전 MBC 사장 , 사의 표명 | 다음 뉴스 
여자 김재철 이 튀 ᆫ다 !!  ",3
" 이진숙 대전 MBC 사장 사의 표명 .  
퇴직금 은 타 고 싶 은가 보 네 .  
잘 가 시밸뇬 어 ......  
욕 도 아깝 은 뇨 ᆫ .  ",3
" 최승 호 가 부임 첫날 해고 시키 었 어야 하 는 것 이 배현진 이 아니 라 이진숙 아니 ᆫ감 !?  
물론 배현진 은 보직 변경 이고 해고 시키 ᆫ 거 ᆫ 파업 시위 미 참가 비정규직 방송 작가 들 이 지만 ..  ",3
